📡永久免费👉公告,#genre#
翡翠台,http://113.83.152.61:1936/bysid/1
ViuTVsix,http://113.83.152.61:1936/bysid/96
ViuTV,http://113.83.152.61:1936/bysid/99
TVB 翡翠台,https://histar-proxy.isus.cc/feicui
TVB 无线新闻台,https://histar-proxy.isus.cc/tvb-news
TVB PLUS,https://histar-proxy.isus.cc/tvb-plus
TVB 黄金翡翠台,https://histar-proxy.isus.cc/golden-jade
TVB 黄金华剧台,https://histar-proxy.isus.cc/golden-chinese-drama
TVB 千禧经典台,https://histar-proxy.isus.cc/tvb-classic
TVB 粤语片台,https://histar-proxy.isus.cc/tvb-yueyu
TVB 星河台,https://histar-proxy.isus.cc/tvb-xinghe
TVB 亚洲剧台,https://histar-proxy.isus.cc/tvb-asia-drama
TVB 娱乐新闻台,https://histar-proxy.isus.cc/TVB ylxw
J2,https://histar-proxy.isus.cc/j2
TVB 明珠台,https://histar-proxy.isus.cc/pearl
TVB 华语剧台,https://histar-proxy.isus.cc/tvb-drama
凤凰卫视,https://histar-proxy.isus.cc/phtv-info
凤凰卫视,https://histar-proxy.isus.cc/phtv-cn
凤凰卫视,https://histar-proxy.isus.cc/phtv-hk
HOY 资讯台,https://histar-proxy.isus.cc/hoy-info
HOY TV,https://histar-proxy.isus.cc/hoytv
HOY国际财经,https://histar-proxy.isus.cc/hoy-ibc
ViuTV,https://histar-proxy.isus.cc/viutv
天映频道,https://histar-proxy.isus.cc/celestial
天映经典,https://histar-proxy.isus.cc/cccm

香港卫视,https://histar-proxy.isus.cc/hks
澳亚卫视,https://histar-proxy.isus.cc/mastv
澳门卫视,https://histar-proxy.isus.cc/mstv
澳视澳门,https://histar-proxy.isus.cc/tdm
HKC 18台,https://histar-proxy.isus.cc/hkc18
港台电视 31,https://histar-proxy.isus.cc/rthk31
港台电视 32,https://histar-proxy.isus.cc/rthk32
Now 财经台,https://histar-proxy.isus.cc/now-finance
Now 爆谷台,https://histar-proxy.isus.cc/baogu-movies
Now 星影台,https://histar-proxy.isus.cc/now-baogu-superstars
Now 新闻台,https://histar-proxy.isus.cc/now-news
Now 直播台,https://histar-proxy.isus.cc/now-direct
Now 紫金台,https://histar-proxy.isus.cc/now-jelli
Now华剧台,https://histar-proxy.isus.cc/now-chinese-drama
HBO Now115,https://histar-proxy.isus.cc/Now-HBO
Now HBO Hits,https://histar-proxy.isus.cc/now-hbo-hits
Now HBO Family,https://histar-proxy.isus.cc/now-hbof-amily
Now HBO Signature,https://histar-proxy.isus.cc/now-hbo-signature
MovieMovie,https://histar-proxy.isus.cc/moviemovie
NowViu剧集台,https://histar-proxy.isus.cc/now-viu-drama


TVB 无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
香港凤凰频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
香港凤凰频道,https://epg.pw/stream/b3ab43b2415df405226d5b25f38e51432ca7d32b5a240e0aa1f3e201d181442f.m3u8
香港凤凰频道,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8
香港凤凰频道,http://146.56.153.245:20121/bysid/259
香港凤凰频道,http://hikvision.city:880/fhxgt.m3u8
TVB PLUS频道,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
TVB PLUS频道,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB 星河频道,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB 香港武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
无线娱乐新闻,https://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB香港直播台,https://edge6a.v2h-cdn.com/liveshow/liveshow.stream/chunklist.m3u8
星空卫视频道,http://giwon.ddns.net:5555/udp/239.93.0.156:2193
星空卫视频道,http://giwon.ddns.net:5555/rtp/239.93.1.10:2193
星空卫视频道,http://118.114.168.57:8888/udp/239.93.0.156:2193
星空卫视频道,http://118.112.148.228:4022/rtp/239.93.0.156:2193
星空卫视频道,http://118.112.148.228:4022/rtp/239.93.1.10:2193
星空卫视频道,http://118.112.148.228:4022/udp/239.93.0.156:2193

无线星河频道,http://113.64.145.55:8081/hls/135/index.m3u8
无线星河频道,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
凤凰电影频道,http://117.114.153.25:8180/TV00000000000000000072@HHZT
星空卫视频道,http://iptv.028028.xyz:8/udp/239.93.0.156:2193
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
STARmovies,http://117.114.153.25:8180/TV00000000000000000075@HHZT
axn电影频道,http://117.114.153.25:8180/TV00000000000000000076@HHZT
CINEMAX电影,http://117.114.153.25:8180/TV00000000000000000109@HHZT
HBO（美）台,http://117.114.153.25:8180/TV00000000000000000074@HHZT
香港33台高清,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台高清,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台高清,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经频道,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
4k👉修复全网,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
動物星球频道,https://epg.pw/stream/781aa20d6f614e39bb1004490cccac6cb55acbf4b944444a82473dd06a45e988.m3u8
4K绚影频道台,http://118.114.96.20:8889/rtp/239.93.42.33:5140?Cf=cfss.cc
-8K北京纪实台,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
-8K北京纪实台,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
-8KCCTV超清台,https://tv.cry33.com/ys4k.php?id=8k25#https://tv.cry33.com/ys4k.php?id=8k
-8KCCTV超清台,https://tv.cry33.com/ys4k.php?id=8k25#https://tv.cry33.com/ys4k.php?id=8k
-4kCCTV16频道,https://tv.cry33.com/ys4k.php?id=16-4k
4K咪咕台ipv6,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8

🇨🇳央视频道👉天下,#genre#
人民铁道台,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
郑铁有线台,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8

CCTV-1,http://114.225.164.106:12999/hls/1/index.m3u8
CCTV-2,http://114.225.164.106:12999/hls/2/index.m3u8
CCTV-3,http://114.225.164.106:12999/hls/3/index.m3u8
CCTV-4,http://114.225.164.106:12999/hls/4/index.m3u8
CCTV-5,http://114.225.164.106:12999/hls/5/index.m3u8
CCTV-5+,http://114.225.164.106:12999/hls/6/index.m3u8
CCTV-6,http://114.225.164.106:12999/hls/7/index.m3u8
CCTV-7,http://114.225.164.106:12999/hls/8/index.m3u8
CCTV-8,http://114.225.164.106:12999/hls/9/index.m3u8
CCTV-9,http://114.225.164.106:12999/hls/10/index.m3u8
CCTV-10,http://114.225.164.106:12999/hls/11/index.m3u8
CCTV-11,http://114.225.164.106:12999/hls/12/index.m3u8
CCTV-12,http://114.225.164.106:12999/hls/13/index.m3u8
CCTV-13,http://114.225.164.106:12999/hls/14/index.m3u8
CCTV-14,http://114.225.164.106:12999/hls/15/index.m3u8
CCTV-15,http://114.225.164.106:12999/hls/16/index.m3u8
CCTV-17,http://114.225.164.106:12999/hls/25/index.m3u8

CCTV1-综合,http://220.180.229.250:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://220.180.229.250:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://220.180.229.250:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://220.180.229.250:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://220.180.229.250:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://220.180.229.250:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://220.180.229.250:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://220.180.229.250:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://220.180.229.250:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://220.180.229.250:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://220.180.229.250:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://220.180.229.250:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://220.180.229.250:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://220.180.229.250:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://220.180.229.250:9901/tsfile/live/0015_1.m3u8

CCTV1-综合,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://123.163.55.234:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://123.163.55.234:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://123.163.55.234:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://123.163.55.234:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://123.163.55.234:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://123.163.55.234:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://123.163.55.234:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://123.163.55.234:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://123.163.55.234:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://123.163.55.234:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://123.163.55.234:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://123.163.55.234:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://123.163.55.234:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://123.163.55.234:9901/tsfile/live/0015_1.m3u8

CCTV1-综合,http://61.163.181.78:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://61.163.181.78:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://61.163.181.78:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://61.163.181.78:9901/tsfile/live/0004_1.m3u8
CCTV5+体育,http://61.163.181.78:9901/tsfile/live/0016_1.m3u8
CCTV6-电影,http://61.163.181.78:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://61.163.181.78:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://61.163.181.78:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://61.163.181.78:9901/tsfile/live/0009_1.m3u8
CCTV-戏曲,http://61.163.181.78:9901/tsfile/live/0011_1.m3u8
CCTV-12-社会与法,http://61.163.181.78:9901/tsfile/live/0012_1.m3u8
CCTV-13新闻,http://61.163.181.78:9901/tsfile/live/0013_1.m3u8
CCTV-14-少儿,http://61.163.181.78:9901/tsfile/live/0014_1.m3u8
CCTV-音乐,http://61.163.181.78:9901/tsfile/live/0015_1.m3u8

CCTV1-综合,http://112.123.155.153:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://112.123.155.153:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://112.123.155.153:9901/tsfile/live/0003_1.m3u8 
CCTV6-电影,http://112.123.155.153:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://112.123.155.153:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://112.123.155.153:9901/tsfile/live/0008_1.m3u8
CCTV10-科教,http://112.123.155.153:9901/tsfile/live/0010_1.m3u8
CCTV12-社会与法,http://112.123.155.153:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://112.123.155.153:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://112.123.155.153:9901/tsfile/live/0014_1.m3u8

CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

🇨🇳央视频道👉IPV6,#genre#
CCTV1,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225816/index.m3u8
CCTV2,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225599/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225797/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225513/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225708/index.m3u8

CCTV-01,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
CCTV-02,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000036BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfGVSARKsxkWGZw7vFUuOj2QZHeRzosIxVbl7i2QHFATHA3k5wDWG1qHkZQAleNv%2FbI
CCTV-03,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk
CCTV-04,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74
CCTV-05,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlwCCTV-5+,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63872908d48f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRK254G1jtietGzDaHvFNRtjXOvFnbf%2BTao33JqYlfMYYn2z3agOn9gvNMT9KmBaR9o
CCTV-06,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728804b1f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdazJhFQmuq4XUiks9ZrIlJN%2BknLs8H%2BSxcDXy%2BTesEc8Q0KCN89MjYoj85Sol1kbKI4
CCTV-07,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000038BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHYKFve4MwNzRa0jPXeHjqnBjPmzSdKDNWNHhnZSaMGCXKmdx8d%2BnYdhVK5ge22ot4
CCTV-08,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728970aa82/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaymid9ta2tVUW0%2FdVrFqszC1EVEkAbpip1IYxn%2Ba2aA%2BVAihIiw9D8ejUsDbfU0K68
CCTV-09,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000039BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHArfvJF2pWpm4RxcBNhZ7j9vEUeCQte%2BbQaOGNIUEEK%2B3RBE1BC9EUsM18gnb%2FyAA
CCTV-10,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4
CCTV-11,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000053BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Qj2xHA4vdPGsjBbxSL3p%2FmAObVTfznR%2Fpc%2B76QYmLRMuL3Lj9iabhv8arW7kJe6%2F4
CCTV-12,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU
CCTV-13,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000054BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0SuXozn3alq9%2BUx7ZLG1w9awc14iEUxQ5VsTsr5pEBsmF56tXUfsukRUpygmTCKvAI
CCTV-14,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949788BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5PYKFve4MwNzRa0jPXeHjqnp7khdLaCMP6L4QpTf84Oz6DvCG1%2BJ81QvStkxO%2FoGm8
CCTV-15,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000055BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Tdo%2FUL80msfbhDYvoWpNl31Dy7jHvMl%2FzVUrNxhL1ek1YEGVDZ7lCg0LtKJY4Ku%2B8

CCTV-01,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
